date,survey,sampling_bout,site,hakai_id,source,line_out_depth,filter_type,volume,no2_no3_um,no2_no3_units,po4,sio2
2019-08-06,QCS_V1,1,QCS01,NUT11040,M,20,0.45nm,13,4.515194859,uM,0.717487768,8.989890798
2019-08-06,QCS_V1,1,QCS01,NUT11041,M,30,0.45nm,13,10.92731162,uM,1.150170915,17.99163703
2019-08-06,QCS_V1,1,QCS01,NUT11042,M,50,0.45nm,13,14.84710121,uM,1.389005984,22.8319829
2019-08-06,QCS_V1,1,QCS01,NUT11043,M,100,0.45nm,13,25.86574453,uM,2.06900256,41.584465
2019-08-06,QCS_V1,1,QCS01,NUT11044,M,115,0.45nm,13,29.1840061,uM,2.255596991,46.30939987
2019-08-28,ROCKY,1,ROCKY06,NUT11843,M,0,0.45nm,13,,,,
2019-08-29,ROCKY,1,ROCKY03,NUT11845,M,0,0.45nm,13,,,,
2019-08-31,QCS_V1,1,QCS01,NUT11071,M,0,0.45nm,13,5.064167701,uM,0.612557654,15.85297801
2019-08-31,QCS_V1,1,QCS01,NUT11072,M,5,0.45nm,13,3.139294567,uM,0.540328509,12.88609408
2019-08-31,QCS_V1,1,QCS01,NUT11073,M,10,0.45nm,13,5.396940652,uM,0.672625483,14.29976134
2019-08-31,QCS_V1,1,QCS01,NUT11074,M,20,0.45nm,13,4.790865569,uM,0.704673276,12.30566696
2019-08-31,QCS_V1,1,QCS01,NUT11075,M,30,0.45nm,13,14.2551668,uM,1.307048639,22.09970472
2019-08-31,QCS_V1,1,QCS01,NUT11076,M,50,0.45nm,13,19.78773648,uM,1.676557739,29.8262748
2019-08-31,QCS_V1,1,QCS01,NUT11077,M,100,0.45nm,13,29.89921745,uM,2.369127104,51.56782989
2019-08-31,QCS_V1,1,QCS01,NUT11078,M,115,0.45nm,13,30.68488762,uM,2.414326521,52.90085374
2019-10-05,QCS_V1,1,QCS01,NUT11096,M,0,0.45nm,13,6.776814452,uM,0.75626781,14.2162844
2019-10-05,QCS_V1,1,QCS01,NUT11097,M,5,0.45nm,13,6.714485569,uM,0.762365529,14.19992597
2019-10-05,QCS_V1,1,QCS01,NUT11098,M,10,0.45nm,13,6.787128463,uM,0.748634288,14.15475082
2019-10-05,QCS_V1,1,QCS01,NUT11099,M,20,0.45nm,13,6.698361376,uM,0.772606534,14.0888278
2019-10-05,QCS_V1,1,QCS01,NUT11664,M,30,0.45nm,13,7.471163486,uM,0.794609638,14.52351585
2019-10-05,QCS_V1,1,QCS01,NUT11665,M,50,0.45nm,13,12.21387986,uM,1.125551386,19.57145378
2019-10-05,QCS_V1,1,QCS01,NUT11666,M,100,0.45nm,13,24.87715421,uM,1.978752564,42.72809421
2019-10-05,QCS_V1,1,QCS01,NUT11676,M,115,0.45nm,13,27.48197201,uM,2.164886658,48.73434153
2019-11-24,ROCKY,1,ROCKY07,NUT11848,M,0,0.45nm,14,,,,
2019-11-25,ROCKY,1,ROCKY06,NUT11850,M,0,0.45nm,13,,,,
2019-11-25,ROCKY,1,ROCKY05,NUT11851,M,0,0.45nm,14,,,,
2019-11-27,ROCKY,1,ROCKY03,NUT11849,M,0,0.45nm,14,,,,
2019-11-28,QCS_V1,1,QCS01,NUT10767,M,0,0.45nm,13,,,,
2019-11-28,QCS_V1,1,QCS01,NUT11795,M,5,0.45nm,13,,,,
2019-11-28,QCS_V1,1,QCS01,NUT11796,M,10,0.45nm,13,,,,
2019-11-28,QCS_V1,1,QCS01,NUT11797,M,20,0.45nm,13,,,,
2019-11-28,QCS_V1,1,QCS01,NUT11798,M,30,0.45nm,13,,,,
2019-11-28,QCS_V1,1,QCS01,NUT11799,M,50,0.45nm,13,,,,
2019-11-28,QCS_V1,1,QCS01,NUT11800,M,100,0.45nm,13,,,,
2019-11-28,QCS_V1,1,QCS01,NUT11801,M,115,0.45nm,13,,,,
