date,survey,sampling_bout,site,hakai_id,source,line_out_depth,filter_type,volume,no2_no3_um,no2_no3_units,po4,sio2
2017-07-27,KWAK_PP,1,PRUTH,NUT8852,M,30,0.45nm,13,14.89547803,uM,1.215889927,27.22847833
2017-07-28,QCS_V1,1,QCS01,NUT8840,M,0,0.45nm,13,0.072,uM,0.081,2.347
2017-07-28,QCS_V1,1,QCS01,NUT8841,M,5,0.45nm,13,1.309,uM,0.224,6.129
2017-07-28,QCS_V1,1,QCS01,NUT8842,M,10,0.45nm,13,0.614,uM,0.233,5.966
2017-07-28,QCS_V1,1,QCS01,NUT8842,M,10,0.45nm,13,0.614,uM,0.233,5.966
2017-07-28,QCS_V1,1,QCS01,NUT8842,M,10,0.45nm,13,0.614,uM,0.233,5.966
2017-07-28,QCS_V1,1,QCS01,NUT8843,M,20,0.45nm,13,0.51,uM,0.232,5.97
2017-07-28,QCS_V1,1,QCS01,NUT8843,M,20,0.45nm,13,0.51,uM,0.232,5.97
2017-07-28,QCS_V1,1,QCS01,NUT8843,M,20,0.45nm,13,0.51,uM,0.232,5.97
2017-07-28,QCS_V1,1,QCS01,NUT8844,M,30,0.45nm,13,7.314,uM,0.717,12.944
2017-07-28,QCS_V1,1,QCS01,NUT8844,M,30,0.45nm,13,7.314,uM,0.717,12.944
2017-07-28,QCS_V1,1,QCS01,NUT8844,M,30,0.45nm,13,7.314,uM,0.717,12.944
2017-07-28,QCS_V1,1,QCS01,NUT8845,M,50,0.45nm,13,16.047,uM,1.185,25.908
2017-07-28,QCS_V1,1,QCS01,NUT8845,M,50,0.45nm,13,16.047,uM,1.185,25.908
2017-07-28,QCS_V1,1,QCS01,NUT8845,M,50,0.45nm,13,16.047,uM,1.185,25.908
2017-07-28,QCS_V1,1,QCS01,NUT8846,M,100,0.45nm,13,28.689,uM,2.1,47.456
2017-07-28,QCS_V1,1,QCS01,NUT8846,M,100,0.45nm,13,28.689,uM,2.1,47.456
2017-07-28,QCS_V1,1,QCS01,NUT8846,M,100,0.45nm,13,28.689,uM,2.1,47.456
2017-07-28,QCS_V1,1,QCS01,NUT8847,M,125,0.45nm,13,35.583,uM,2.444,65.419
2017-07-28,QCS_V1,1,QCS01,NUT8847,M,125,0.45nm,13,35.583,uM,2.444,65.419
2017-07-28,QCS_V1,1,QCS01,NUT8847,M,125,0.45nm,13,35.583,uM,2.444,65.419
2017-08-08,ROCKY,1,ROCKY05,NUT7699,M,0,0.45nm,13,2.559628844,uM,0.499615266,10.93308003
2017-08-10,ROCKY,1,ROCKY04,NUT9700,M,0,0.45nm,13,2.756128391,uM,0.659690194,12.34549981
2017-08-11,ROCKY,1,ROCKY02,NUT9701,M,0,0.45nm,13,0.465489742,uM,0.837119507,13.87535519
2017-08-13,KWAK_PP,4,PRUTH,NUT8910,M,0,0.45nm,13,0.700742819,uM,0.125,3.026953232
2017-08-13,KWAK_PP,4,PRUTH,NUT8911,M,5,0.45nm,13,3.900795479,uM,0.393,9.225768248
2017-08-13,KWAK_PP,4,PRUTH,NUT8912,M,10,0.45nm,13,6.497890119,uM,0.637,13.55652216
2017-08-13,KWAK_PP,4,PRUTH,NUT8913,M,20,0.45nm,13,15.20366657,uM,1.348,29.68145608
2017-08-13,KWAK_PP,4,PRUTH,NUT8914,M,30,0.45nm,13,22.44107719,uM,1.778,41.27847252
2017-08-13,KWAK_PP,4,PRUTH,NUT8915,M,40,0.45nm,13,24.04759372,uM,1.816,45.57200923
2017-08-13,KWAK_PP,4,PRUTH,NUT8916,M,50,0.45nm,13,25.3470441,uM,2.027,49.49200712
2017-08-13,KWAK_PP,4,PRUTH,NUT8917,M,60,0.45nm,13,27.16443918,uM,1.907,54.1448405
2017-08-18,KWAK_PP,1,PRUTH,NUT8929,M,0,0.45nm,13,2.371166943,uM,0.277,6.989070687
2017-08-18,KWAK_PP,1,PRUTH,NUT8930,M,5,0.45nm,13,4.437361394,uM,0.488,10.5597751
2017-08-18,KWAK_PP,1,PRUTH,NUT8931,M,10,0.45nm,13,4.869558107,uM,0.507,11.30700184
2017-08-18,KWAK_PP,1,PRUTH,NUT8932,M,20,0.45nm,13,10.24726936,uM,0.947,20.472606
2017-08-18,KWAK_PP,1,PRUTH,NUT8933,M,30,0.45nm,13,16.94005322,uM,1.461,31.609998
2017-08-20,QCS_V2,1,NBCH01,NUT8938,M,0,0.45nm,13,6.163753783,uM,0.661,13.8714988
2017-08-20,QCS_V2,1,WBCH01,NUT8941,M,0,0.45nm,13,1.884060485,uM,0.364,6.12567548
2017-08-20,QCS_V2,1,NBCH01,NUT8939,M,5,0.45nm,13,6.410748405,uM,0.678,14.13588812
2017-08-20,QCS_V2,1,WBCH01,NUT8942,M,5,0.45nm,13,4.829,uM,0.525,10.624
2017-08-20,QCS_V2,1,NBCH01,NUT8940,M,10,0.45nm,13,8.264,uM,0.801,16.24
2017-08-30,KWAK_PP,3,PRUTH,NUT8943,M,0,0.45nm,13,0.087838848,uM,0.026,11.22998395
2017-08-30,KWAK_PP,3,PRUTH,NUT8944,M,5,0.45nm,13,3.746932278,uM,0.358,12.51269246
2017-08-30,KWAK_PP,3,PRUTH,NUT8945,M,10,0.45nm,13,6.983601198,uM,0.674,16.68754796
2017-08-30,KWAK_PP,3,PRUTH,NUT8946,M,20,0.45nm,13,13.21501404,uM,1.125,26.29454516
2017-08-30,KWAK_PP,3,PRUTH,NUT8947,M,30,0.45nm,13,17.06214653,uM,1.311,32.70769909
2017-08-30,KWAK_PP,3,PRUTH,NUT8948,M,40,0.45nm,13,22.77331419,uM,1.807,42.24932158
2017-08-30,KWAK_PP,3,PRUTH,NUT8949,M,50,0.45nm,13,24.33519161,uM,1.907,46.4434115
2017-08-30,KWAK_PP,3,PRUTH,NUT8950,M,60,0.45nm,13,26.23942256,uM,2.165,52.55535948
2017-09-03,QCS_V2,1,NBCH01,NUT9413,M,0,0.45nm,13,2.146700465,uM,0.413,9.147458845
2017-09-03,QCS_V2,1,WBCH01,NUT9418,M,0,0.45nm,13,1.259467918,uM,0.359,7.027436213
2017-09-03,QCS_V2,1,NBCH01,NUT9414,M,5,0.45nm,13,3.913424655,uM,0.547,11.96340105
2017-09-03,QCS_V2,1,WBCH01,NUT9419,M,5,0.45nm,13,2.124320043,uM,0.403,9.102572896
2017-09-03,QCS_V2,1,NBCH01,NUT9415,M,10,0.45nm,13,4.513585711,uM,0.552,12.66316277
2017-09-04,QCS_V1,1,QCS01,NUT8918,M,0,0.45nm,13,0.704,uM,0.122,5.295
2017-09-04,QCS_V1,1,QCS01,NUT8919,M,5,0.45nm,13,1.135,uM,0.27,8.832
2017-09-04,QCS_V1,1,QCS01,NUT8920,M,10,0.45nm,13,1.126,uM,0.296,8.833
2017-09-04,QCS_V1,1,QCS01,NUT8921,M,20,0.45nm,13,6.12,uM,0.716,15.891
2017-09-04,QCS_V1,1,QCS01,NUT8922,M,30,0.45nm,13,10.44,uM,0.898,16.827
2017-09-04,QCS_V1,1,QCS01,NUT8923,M,50,0.45nm,13,18.205,uM,1.427,27.223
2017-09-04,QCS_V1,1,QCS01,NUT8924,M,100,0.45nm,13,28.389,uM,2.071,46.584
2017-09-04,QCS_V1,1,QCS01,NUT8925,M,115,0.45nm,13,29.714,uM,1.916,47.364
2017-09-08,KWAK_PP,1,PRUTH,NUT9420,M,0,0.45nm,13,1.097140036,uM,0.158,13.83748374
2017-09-08,KWAK_PP,1,PRUTH,NUT9421,M,5,0.45nm,13,4.532616603,uM,0.506,13.84900928
2017-09-08,KWAK_PP,1,PRUTH,NUT9422,M,10,0.45nm,13,9.349033328,uM,0.903,20.37022273
2017-09-08,KWAK_PP,1,PRUTH,NUT9423,M,20,0.45nm,13,14.90678772,uM,1.297,28.44187906
2017-09-08,KWAK_PP,1,PRUTH,NUT8981,M,30,0.45nm,13,20.06629198,uM,1.628,36.59047723
2017-09-17,ROCKY,1,ROCKY06,NUT9778,M,0,0.45nm,13,2.035386373,uM,0.463000129,11.63014635
2017-09-18,ROCKY,1,ROCKY07,NUT9784,M,0,0.45nm,13,4.086895332,uM,0.65469873,15.15524446
2017-09-19,ROCKY,1,ROCKY03,NUT9790,M,0,0.45nm,13,4.673495813,uM,0.736662498,15.0446901
2017-09-20,KWAK_PP,4,PRUTH,NUT9426,M,0,0.45nm,13,8.684986716,uM,0.703024456,21.87237564
2017-09-20,KWAK_PP,5,PRUTH,NUT9427,M,5,0.45nm,13,,,,
2017-09-20,KWAK_PP,4,PRUTH,NUT9428,M,10,0.45nm,13,12.16526275,uM,1.053380865,22.37001525
2017-09-20,KWAK_PP,4,PRUTH,NUT9429,M,20,0.45nm,13,17.56239875,uM,1.397912752,23.95683054
2017-09-20,KWAK_PP,4,PRUTH,NUT9430,M,30,0.45nm,13,19.87852694,uM,1.578474603,31.85085501
2017-09-20,KWAK_PP,4,PRUTH,NUT9431,M,40,0.45nm,13,23.41409166,uM,1.75087663,37.76473403
2017-09-20,KWAK_PP,4,PRUTH,NUT9432,M,50,0.45nm,13,25.14179345,uM,1.92169296,40.5904425
2017-09-20,KWAK_PP,4,PRUTH,NUT9433,M,60,0.45nm,13,27.17505181,uM,2.081217045,45.92546286
2017-09-27,QCS_V1,2,QCS01,NUT9490,M,0,0.45nm,13,4.356173899,uM,0.527766472,15.20261691
2017-09-27,QCS_V1,2,QCS01,NUT9491,M,5,0.45nm,13,4.933,uM,0.557,16.307
2017-09-27,QCS_V1,2,QCS01,NUT9492,M,10,0.45nm,13,1.777124503,uM,0.388661861,8.560811515
2017-09-27,QCS_V1,2,QCS01,NUT9493,M,20,0.45nm,13,2.122083535,uM,0.413644709,8.01075553
2017-09-27,QCS_V1,2,QCS01,NUT9494,M,30,0.45nm,13,13.29727767,uM,1.130152867,19.01116565
2017-09-27,QCS_V1,2,QCS01,NUT9495,M,40,0.45nm,13,21.871475,uM,1.701990724,33.66465901
2017-09-27,QCS_V1,2,QCS01,NUT9496,M,100,0.45nm,13,26.97856823,uM,2.065436632,41.21574234
2017-09-27,QCS_V1,2,QCS01,NUT9497,M,115,0.45nm,13,29.71938064,uM,2.170935995,44.81636399
2017-09-28,QCS_V2,1,NBCH01,NUT9505,M,0,0.45nm,13,5.844949561,uM,0.67765659,17.37662086
2017-09-28,QCS_V2,1,WBCH01,NUT9510,M,0,0.45nm,13,5.671180038,uM,0.666625536,17.38459171
2017-09-28,QCS_V2,1,NBCH01,NUT9506,M,5,0.45nm,13,6.45808306,uM,0.740318626,17.79387444
2017-09-28,QCS_V2,1,WBCH01,NUT9511,M,5,0.45nm,13,7.071429163,uM,0.823019503,18.37571188
2017-09-28,QCS_V2,1,NBCH01,NUT9507,M,10,0.45nm,13,7.131999222,uM,0.786270232,18.39021202
2017-10-01,KWAK_PP,1,PRUTH,NUT9512,M,0,0.45nm,13,9.294108205,uM,0.780628778,25.45688924
2017-10-01,KWAK_PP,1,PRUTH,NUT9513,M,5,0.45nm,13,11.83637646,uM,1.017372586,24.12805296
2017-10-01,KWAK_PP,1,PRUTH,NUT9514,M,10,0.45nm,13,13.77299318,uM,1.172372142,25.43915876
2017-10-01,KWAK_PP,1,PRUTH,NUT9515,M,20,0.45nm,13,18.66627369,uM,1.463055156,30.38613387
2017-10-01,KWAK_PP,1,PRUTH,NUT9516,M,30,0.45nm,13,21.77872117,uM,1.684553743,34.22080494
2017-10-11,KWAK_PP,3,PRUTH,NUT9517,M,0,0.45nm,13,15.6998814,uM,1.230033269,27.60544036
2017-10-11,KWAK_PP,3,PRUTH,NUT9518,M,5,0.45nm,13,17.06191915,uM,1.344680267,28.82359517
2017-10-11,KWAK_PP,3,PRUTH,NUT9519,M,10,0.45nm,13,18.31749102,uM,1.414232518,29.69176067
2017-10-11,KWAK_PP,3,PRUTH,NUT9520,M,20,0.45nm,13,19.11560494,uM,1.473033667,30.65413013
2017-10-11,KWAK_PP,3,PRUTH,NUT9521,M,30,0.45nm,13,21.43544478,uM,1.618648367,33.89609673
2017-10-11,KWAK_PP,3,PRUTH,NUT9522,M,50,0.45nm,13,25.63096572,uM,1.93288775,40.28327554
2017-10-11,KWAK_PP,3,PRUTH,NUT9523,M,60,0.45nm,13,26.94536964,uM,2.050520853,43.59705783
2017-10-13,QCS_V1,1,QCS01,NUT9551,M,0,0.45nm,13,12.97666651,uM,1.110730749,27.71099082
2017-10-13,QCS_V1,1,QCS01,NUT9552,M,5,0.45nm,13,15.59804932,uM,1.308166161,28.4895037
2017-10-13,QCS_V1,1,QCS01,NUT9553,M,10,0.45nm,13,15.19252218,uM,1.287744513,25.35919075
2017-10-13,QCS_V1,1,QCS01,NUT9554,M,30,0.45nm,13,19.83248922,uM,1.58620446,28.24322573
2017-10-13,QCS_V1,1,QCS01,NUT9555,M,50,0.45nm,13,23.00961549,uM,1.799769093,33.71610084
2017-10-13,QCS_V1,1,QCS01,NUT9556,M,100,0.45nm,13,30.82637332,uM,2.373281232,51.26977646
2017-10-13,QCS_V1,1,QCS01,NUT9557,M,115,0.45nm,13,31.92313064,uM,2.385547395,52.37668951
2017-11-16,ROCKY,1,ROCKY03,NUT9797,M,0,0.45nm,13,19.7882554,uM,1.733151285,32.63791756
2017-11-17,ROCKY,1,ROCKY07,NUT9796,M,0,0.45nm,13,21.49895426,uM,1.642260335,34.60829922
2017-11-18,ROCKY,1,ROCKY06,NUT9779,M,0,0.45nm,13,10.23065215,uM,1.006875075,13.62403199
2017-12-02,KWAK_PP,2,PRUTH,NUT9574,M,0,0.45nm,13,22.06605574,uM,1.758,38.49470478
2017-12-02,KWAK_PP,2,PRUTH,NUT9575,M,5,0.45nm,13,21.54131096,uM,1.6,37.08004027
2017-12-02,KWAK_PP,2,PRUTH,NUT9576,M,10,0.45nm,13,21.93610024,uM,1.325,37.59656411
2017-12-02,KWAK_PP,2,PRUTH,NUT9577,M,20,0.45nm,13,21.71321344,uM,1.458,36.39330763
2017-12-02,KWAK_PP,2,PRUTH,NUT9578,M,40,0.45nm,13,21.00222465,uM,1.338,34.64001746
2017-12-02,KWAK_PP,2,PRUTH,NUT9579,M,50,0.45nm,13,21.52169309,uM,1.621,35.51821623
2017-12-02,KWAK_PP,3,PRUTH,NUT9580,M,60,0.45nm,13,21.45711038,uM,1.515,35.13517114
2017-12-03,QCS_V1,2,QCS01,NUT9604,M,0,0.45nm,13,21.1496248,uM,1.65747883,38.15288287
2017-12-03,QCS_V1,2,QCS01,NUT9605,M,5,0.45nm,13,20.01871833,uM,1.554368738,34.50053917
2017-12-03,QCS_V1,2,QCS01,NUT9607,M,10,0.45nm,13,18.98354344,uM,1.605217088,31.9727793
2017-12-03,QCS_V1,2,QCS01,NUT9606,M,30,0.45nm,13,17.55706539,uM,1.402559349,28.49009782
2017-12-03,QCS_V1,2,QCS01,NUT9608,M,50,0.45nm,13,14.98291442,uM,1.124446581,23.24267781
2017-12-03,QCS_V1,2,QCS01,NUT9609,M,100,0.45nm,13,13.47177515,uM,1.177344527,20.39362298
2017-12-03,QCS_V1,2,QCS01,NUT9610,M,115,0.45nm,13,13.93244315,uM,1.199814985,21.48597956
2018-01-10,QCS_V1,1,QCS01,NUT9617,M,0,0.45nm,13,17.11939907,uM,1.340134479,28.65984086
2018-01-10,QCS_V1,1,QCS01,NUT9618,M,5,0.45nm,13,17.04350413,uM,1.402404834,28.56458866
2018-01-10,QCS_V1,1,QCS01,NUT9619,M,10,0.45nm,13,16.94195829,uM,1.270493218,28.31545207
2018-01-10,QCS_V1,1,QCS01,NUT9620,M,30,0.45nm,13,16.58772093,uM,1.389762704,27.41835108
2018-01-10,QCS_V1,1,QCS01,NUT9621,M,50,0.45nm,13,16.31392874,uM,1.328361406,26.83566113
2018-01-10,QCS_V1,1,QCS01,NUT9622,M,100,0.45nm,13,15.67768054,uM,1.764326892,25.71532122
2018-01-10,QCS_V1,1,QCS01,NUT9623,M,115,0.45nm,13,16.56663168,uM,1.367527154,27.1345215
2018-01-13,KWAK_PP,4,PRUTH,NUT9624,M,0,0.45nm,13,19.6263718,uM,1.445,33.9006721
2018-01-13,KWAK_PP,4,PRUTH,NUT9625,M,5,0.45nm,13,19.64455784,uM,1.475,33.70824489
2018-01-13,KWAK_PP,4,PRUTH,NUT9626,M,10,0.45nm,13,19.63170774,uM,1.48,33.669848
2018-01-13,KWAK_PP,4,PRUTH,NUT9627,M,20,0.45nm,13,19.56580956,uM,1.556,33.21569187
2018-01-13,KWAK_PP,4,PRUTH,NUT9628,M,30,0.45nm,13,19.51258092,uM,1.527,33.1061402
2018-01-13,KWAK_PP,4,PRUTH,NUT9629,M,50,0.45nm,13,18.99356566,uM,1.47,31.95146459
2018-01-13,KWAK_PP,4,PRUTH,NUT9630,M,60,0.45nm,13,19.71857469,uM,1.459,33.53399341
2018-02-14,KWAK_PP,4,PRUTH,NUT9660,M,0,0.45nm,13,17.96141876,uM,1.419,32.79753682
2018-02-14,KWAK_PP,4,PRUTH,NUT9661,M,5,0.45nm,13,18.05903795,uM,1.468,33.03375331
2018-02-14,KWAK_PP,4,PRUTH,NUT9662,M,10,0.45nm,13,18.01204081,uM,1.471,33.09198166
2018-02-14,KWAK_PP,4,PRUTH,NUT9663,M,20,0.45nm,13,18.17877506,uM,1.399,32.73759752
2018-02-14,KWAK_PP,4,PRUTH,NUT9664,M,30,0.45nm,13,18.95470182,uM,1.551,32.71511994
2018-02-14,KWAK_PP,4,PRUTH,NUT9665,M,50,0.45nm,13,18.51278851,uM,1.491,31.97789339
2018-02-14,KWAK_PP,4,PRUTH,NUT9666,M,60,0.45nm,13,18.52277465,uM,1.425,32.26712944
2018-02-14,ROCKY,1,ROCKY03,NUT9780,M,0,0.45nm,13,17.70213108,uM,1.447979731,32.37741666
2018-02-16,ROCKY,1,ROCKY06,NUT9782,M,0,0.45nm,13,16.73240889,uM,1.332286508,30.81866216
2018-02-16,ROCKY,1,ROCKY07,NUT9791,M,0,0.45nm,13,14.64289929,uM,1.257747302,27.90769249
2018-02-21,QCS_V1,2,QCS01,NUT9670,M,0,0.45nm,13,18.00482082,uM,1.432236299,33.36768244
2018-02-21,QCS_V1,2,QCS01,NUT9671,M,5,0.45nm,13,18.14420105,uM,1.454627815,32.93427562
2018-02-21,QCS_V1,2,QCS01,NUT9672,M,10,0.45nm,13,17.72554403,uM,1.462330241,32.13044355
2018-02-21,QCS_V1,2,QCS01,NUT9673,M,30,0.45nm,13,15.17532252,uM,1.250175817,26.00781606
2018-02-21,QCS_V1,2,QCS01,NUT9674,M,50,0.45nm,13,12.74054217,uM,1.113722859,20.96507935
2018-02-21,QCS_V1,2,QCS01,NUT9675,M,100,0.45nm,13,19.38141525,uM,1.491544117,32.55393062
2018-02-21,QCS_V1,2,QCS01,NUT9676,M,115,0.45nm,13,24.34518415,uM,1.675942763,41.65903109
2018-02-25,ROCKY,1,ROCKY04,NUT9737,M,0,0.45nm,13,16.38843805,uM,1.378751557,30.03554182
2018-02-26,ROCKY,1,ROCKY05,NUT9738,M,0,0.45nm,13,19.60037632,uM,1.531429457,35.26545882
2018-02-28,ROCKY,1,ROCKY02,NUT9741,M,0,0.45nm,13,12.98900179,uM,1.200289971,27.68592153
2018-03-20,ROCKY,1,ROCKY02,NUT9740,M,0,0.45nm,13,7.061796562,uM,0.826114494,22.87695329
2018-03-21,ROCKY,1,ROCKY05,NUT9739,M,0,0.45nm,13,14.55074866,uM,1.365849063,30.89607534
2018-03-22,ROCKY,1,ROCKY04,NUT9735,M,0,0.45nm,13,15.03731103,uM,1.372732017,31.56774548
2018-03-24,QCS_V1,1,QCS01,NUT9803,M,0,0.45nm,13,17.34047231,uM,1.354819462,33.7035599
2018-03-24,QCS_V1,1,QCS01,NUT9804,M,5,0.45nm,13,16.78174142,uM,1.410747401,32.86404414
2018-03-24,QCS_V1,1,QCS01,NUT9805,M,10,0.45nm,13,16.97941626,uM,1.456464232,32.71493753
2018-03-24,QCS_V1,1,QCS01,NUT9806,M,20,0.45nm,13,16.37909628,uM,1.367376407,31.36783603
2018-03-24,QCS_V1,1,QCS01,NUT9807,M,30,0.45nm,13,16.49671336,uM,1.340503533,30.54725597
2018-03-24,QCS_V1,1,QCS01,NUT9808,M,50,0.45nm,13,,,,
2018-03-24,QCS_V1,1,QCS01,NUT9809,M,100,0.45nm,13,15.93442692,uM,1.319516613,26.58252003
2018-03-24,QCS_V1,1,QCS01,NUT9810,M,115,0.45nm,13,21.5030183,uM,1.728581468,35.122759
2018-03-28,KWAK,2,PRUTH,NUT9654,M,0,0.45nm,13,14.98222803,uM,1.209,30.45643645
2018-03-28,KWAK,2,PRUTH,NUT9655,M,5,0.45nm,13,16.83402308,uM,1.37,32.32834433
2018-03-28,KWAK,2,PRUTH,NUT9656,M,10,0.45nm,13,17.80117136,uM,1.451,33.29479914
2018-03-28,KWAK,2,PRUTH,NUT9657,M,20,0.45nm,13,18.69042366,uM,1.55,34.80371753
2018-03-28,KWAK,2,PRUTH,NUT9658,M,30,0.45nm,13,19.27462375,uM,1.541,35.25419809
2018-03-28,KWAK,2,PRUTH,NUT9659,M,50,0.45nm,13,19.31573886,uM,1.519,35.14715388
2018-03-28,KWAK,2,PRUTH,NUT9811,M,60,0.45nm,13,19.72659549,uM,1.528,36.18428377
2018-04-02,QCS_V2,1,NBCH01,NUT9835,M,0,0.45nm,13,15.40062808,uM,1.352,27.3005185
2018-04-02,QCS_V2,1,WBCH01,NUT9840,M,0,0.45nm,13,13.64591163,uM,1.193,23.61567901
2018-04-02,QCS_V2,1,NBCH01,NUT9836,M,5,0.45nm,13,15.34296956,uM,1.293,26.90048916
2018-04-02,QCS_V2,1,WBCH01,NUT9841,M,5,0.45nm,13,13.70716917,uM,1.219,23.84407573
2018-04-02,QCS_V2,1,NBCH01,NUT9837,M,10,0.45nm,13,15.19205127,uM,1.331,26.69032969
2018-04-03,ROCKY,1,ROCKY02,NUT9730,M,0,0.45nm,13,5.728549335,uM,0.76305223,16.61572122
2018-04-04,ROCKY,1,ROCKY05,NUT9734,M,0,0.45nm,13,13.71074589,uM,1.375623752,28.11269552
2018-04-05,ROCKY,1,ROCKY04,NUT9731,M,0,0.45nm,13,10.35173703,uM,1.042364862,21.34549257
2018-04-20,ROCKY,1,ROCKY02,NUT9733,M,0,0.45nm,13,2.405346459,uM,0.527691901,11.59994893
2018-04-21,KWAK_PP;KWAK,2,PRUTH,NUT9847,M,0,0.45nm,13,11.61696069,uM,1.063860385,19.24784571
2018-04-21,KWAK_PP;KWAK,2,PRUTH,NUT9848,M,5,0.45nm,13,13.24098675,uM,1.231437133,21.55477429
2018-04-21,KWAK_PP;KWAK,2,PRUTH,NUT9849,M,10,0.45nm,13,13.77583006,uM,1.278071606,22.9837492
2018-04-21,KWAK_PP;KWAK,2,PRUTH,NUT9850,M,20,0.45nm,13,14.57960375,uM,1.35579858,24.86186494
2018-04-21,KWAK_PP;KWAK,2,PRUTH,NUT9851,M,30,0.45nm,13,15.88069738,uM,1.452468613,27.5166927
2018-04-21,KWAK_PP;KWAK,2,PRUTH,NUT9852,M,50,0.45nm,13,16.5435728,uM,1.539042598,28.76671878
2018-04-21,KWAK_PP;KWAK,2,PRUTH,NUT9865,M,60,0.45nm,13,17.04042101,uM,1.50901415,29.7695843
2018-04-21,ROCKY,1,ROCKY04,NUT9732,M,0,0.45nm,13,7.038106682,uM,0.829922313,17.40761812
2018-04-22,QCS_V1,2,QCS01,NUT9869,M,0,0.45nm,13,6.762347958,uM,0.721318891,11.98569097
2018-04-22,QCS_V1,2,QCS01,NUT9870,M,5,0.45nm,13,6.702688388,uM,0.754075737,12.10818966
2018-04-22,QCS_V1,2,QCS01,NUT9871,M,10,0.45nm,13,6.423051751,uM,0.751497916,11.37255751
2018-04-22,QCS_V1,2,QCS01,NUT9872,M,20,0.45nm,13,5.640745732,uM,0.669624532,9.72665256
2018-04-22,QCS_V1,2,QCS01,NUT9873,M,30,0.45nm,13,5.816115784,uM,0.679566528,9.920379781
2018-04-22,QCS_V1,2,QCS01,NUT9874,M,50,0.45nm,13,5.605236562,uM,0.649414642,9.668699747
2018-04-22,QCS_V1,2,QCS01,NUT9875,M,100,0.45nm,13,7.012846921,uM,0.729179594,10.87484514
2018-04-22,QCS_V1,2,QCS01,NUT9876,M,115,0.45nm,13,11.67942812,uM,1.089400791,17.30666836
2018-04-22,ROCKY,1,ROCKY05,NUT9783,M,0,0.45nm,13,12.57061572,uM,1.246491869,23.4223063
2018-04-30,ROCKY,1,ROCKY02,NUT9798,M,0,0.45nm,13,0.698141668,uM,0.56708184,5.908468827
2018-05-01,QCS_V2,1,NBCH01,NUT10007,M,0,0.45nm,13,7.800991989,uM,0.85476422,13.550143
2018-05-01,QCS_V2,1,WBCH01,NUT10012,M,0,0.45nm,13,3.952977504,uM,0.592242021,8.553019225
2018-05-01,QCS_V2,1,NBCH01,NUT10008,M,5,0.45nm,13,7.715725981,uM,0.834885303,13.39627424
2018-05-01,QCS_V2,1,WBCH01,NUT10013,M,5,0.45nm,13,5.718039633,uM,0.697952332,10.22003389
2018-05-01,QCS_V2,1,NBCH01,NUT10009,M,10,0.45nm,13,7.83669799,uM,0.859662055,13.16662288
2018-05-01,ROCKY,1,ROCKY05,NUT9786,M,0,0.45nm,13,11.29514057,uM,1.129809915,24.36215873
2018-05-02,ROCKY,1,ROCKY04,NUT9789,M,0,0.45nm,13,3.124963293,uM,0.682743622,12.25823876
2018-05-15,ROCKY,1,ROCKY02,NUT9703,M,0,0.45nm,13,1.598185937,uM,0.627321642,6.932440771
2018-05-16,ROCKY,1,ROCKY04,NUT9788,M,0,0.45nm,13,2.97249918,uM,0.534989233,12.64573895
2018-05-17,ROCKY,1,ROCKY05,NUT9707,M,0,0.45nm,13,9.429009443,uM,1.063207696,24.50798871
2018-05-19,ROCKY,1,ROCKY06,NUT9729,M,0,0.45nm,13,0.704603027,uM,0.327156861,5.918875331
2018-05-20,ROCKY,1,ROCKY03,NUT9726,M,0,0.45nm,13,0.103304509,uM,0.139636702,1.14214456
2018-05-21,ROCKY,1,ROCKY07,NUT9795,M,0,0.45nm,13,0.635196012,uM,0.358393314,6.915676399
2018-05-26,KWAK_PP,2,PRUTH,NUT10069,M,0,0.45nm,13,0.044178908,uM,0.000833052,0.608985513
2018-05-26,KWAK_PP,2,PRUTH,NUT10070,M,5,0.45nm,13,4.147836106,uM,0.400141119,9.290728336
2018-05-26,KWAK_PP,2,PRUTH,NUT10071,M,10,0.45nm,13,6.852574772,uM,0.68219259,14.19131415
2018-05-26,KWAK_PP,2,PRUTH,NUT10072,M,20,0.45nm,13,13.59861656,uM,1.196253546,23.28478777
2018-05-26,KWAK_PP,2,PRUTH,NUT10073,M,30,0.45nm,13,18.18478727,uM,1.484210148,29.43396239
2018-05-26,KWAK_PP,2,PRUTH,NUT10074,M,50,0.45nm,13,20.12317772,uM,1.552110554,31.70250337
2018-05-26,KWAK_PP,2,PRUTH,NUT10075,M,60,0.45nm,13,20.39724382,uM,1.59200138,31.83106846
2018-05-29,QCS_V1,1,QCS01,NUT10028,M,0,0.45nm,13,1.362033179,uM,0.323182732,4.526163366
2018-05-29,QCS_V1,1,QCS01,NUT10029,M,5,0.45nm,13,1.332286959,uM,0.30007706,4.415842185
2018-05-29,QCS_V1,1,QCS01,NUT10030,M,10,0.45nm,13,1.010392916,uM,0.257907555,3.950160652
2018-05-29,QCS_V1,1,QCS01,NUT10031,M,20,0.45nm,13,2.543644497,uM,0.448546839,5.269294592
2018-05-29,QCS_V1,1,QCS01,NUT10032,M,30,0.45nm,13,2.849267031,uM,0.487647368,5.710850421
2018-05-29,QCS_V1,1,QCS01,NUT10033,M,50,0.45nm,13,12.4902395,uM,1.104654012,17.93799714
2018-05-29,QCS_V1,1,QCS01,NUT10034,M,100,0.45nm,13,28.18841415,uM,1.851995786,43.93351972
