Sample ID,Date,Survey,Site,Source,PO4,SiO2,NO3+NO2,Lat,Long
NUT9504,2017-09-28,QCS_V2,MACRO1,M,0.659,14.849,4.869,51.8035,-128.2545
NUT9833,2018-04-02,QCS_V2,MACRO1,M,1.261,26.305,13.478,51.8035,-128.2545
NUT9834,2018-04-02,QCS_V2,MACRO1,M,1.292,26.654,14.481,51.8035,-128.2545
NUT8853,2017-07-29,MACRO_MGEO,MACRO2,M,0.176,3.430,0.635,51.6645,-128.0955
NUT8854,2017-07-29,MACRO_MGEO,MACRO2,M,0.413,8.617,3.456,51.6645,-128.0955
NUT8742,2017-07-20,MACRO_MGEO,MACRO3,M,0.140,1.981,0.177,51.8414,-128.2654
NUT8743,2017-07-20,MACRO_MGEO,MACRO3,M,0.271,3.984,0.589,51.8414,-128.2654
NUT8736,2017-07-20,MACRO_MGEO,MACRO4,M,0.077,0.917,0.028,51.903,-128.2126
NUT8737,2017-07-20,MACRO_MGEO,MACRO4,M,0.132,2.274,0.164,51.903,-128.2126
NUT8746,2017-07-20,MACRO_MGEO,MACRO5,M,0.071,1.420,0.083,51.959,-128.262
NUT8747,2017-07-20,MACRO_MGEO,MACRO5,M,0.284,6.154,1.778,51.959,-128.262
NUT8749,2017-07-20,MACRO_MGEO,MACRO6,M,0.231,5.773,0.587,52.0836,-128.3646
NUT8750,2017-07-20,MACRO_MGEO,MACRO7,M,0.147,1.781,0.137,52.1497,-128.3685
NUT8751,2017-07-20,MACRO_MGEO,MACRO7,M,0.221,5.051,0.039,52.1497,-128.3685
NUT8752,2017-07-20,MACRO_MGEO,MACRO8,M,0.156,3.033,0.055,52.0579,-128.4037
NUT8753,2017-07-20,MACRO_MGEO,MACRO8,M,0.174,3.720,0.093,52.0579,-128.4037
NUT8754,2017-07-20,MACRO_MGEO,MACRO9,M,0.182,4.071,0.005,51.9204,-128.4599
NUT8755,2017-07-20,MACRO_MGEO,MACRO9,M,0.206,5.050,0.191,51.9204,-128.4599
NUT8756,2017-07-20,MACRO_MGEO,MANLEYPT,M,0.039,0.228,0.106,,
NUT8757,2017-07-20,MACRO_MGEO,MANLEYPT,M,0.060,0.128,0.076,,
NUT8758,2017-07-20,MACRO_MGEO,MG1,M,0.102,2.073,0.027,52.07,-128.41
NUT8759,2017-07-20,MACRO_MGEO,MG1,M,0.136,2.563,0.017,52.07,-128.41
NUT8760,2017-07-20,MACRO_MGEO,MG2,M,0.054,0.784,0.062,52.02,-128.3
NUT8761,2017-07-20,MACRO_MGEO,MG2,M,0.107,0.765,0.228,52.02,-128.3
NUT8762,2017-07-20,MACRO_MGEO,MG3,M,0.014,0.724,0.108,51.73,-128
NUT8763,2017-07-20,MACRO_MGEO,MG3,M,0.276,5.997,2.027,51.73,-128
NUT8764,2017-07-20,MACRO_MGEO,MG4,M,0.061,1.759,0.153,51.74,-128.07
NUT8765,2017-07-20,MACRO_MGEO,MG4,M,0.225,5.117,1.030,51.74,-128.07
NUT10007,2018-05-01,QCS_V2,NBCH01,M,0.855,13.550,7.801,51.6678,-128.1433
NUT10008,2018-05-01,QCS_V2,NBCH01,M,0.835,13.396,7.716,51.6678,-128.1433
NUT10009,2018-05-01,QCS_V2,NBCH01,M,0.860,13.167,7.837,51.6678,-128.1433
NUT8239,2017-04-16,QCS_V2,NBCH01,M,0.564,10.627,6.043,51.6678,-128.1433
NUT8240,2017-04-16,QCS_V2,NBCH01,M,0.592,10.625,6.216,51.6678,-128.1433
NUT8241,2017-04-16,QCS_V2,NBCH01,M,0.623,11.133,6.300,51.6678,-128.1433
NUT8594,2017-06-12,QCS_V2,NBCH01,M,0.346,7.086,2.379,51.6678,-128.1433
NUT8595,2017-06-12,QCS_V2,NBCH01,M,0.584,10.727,5.467,51.6678,-128.1433
NUT8596,2017-06-12,QCS_V2,NBCH01,M,0.677,12.404,6.219,51.6678,-128.1433
NUT8697,2017-07-06,QCS_V2,NBCH01,M,0.008,1.002,0.086,51.6678,-128.1433
NUT8698,2017-07-06,QCS_V2,NBCH01,M,0.407,7.956,2.538,51.6678,-128.1433
NUT8699,2017-07-06,QCS_V2,NBCH01,M,0.672,11.431,6.151,51.6678,-128.1433
NUT8766,2017-07-20,MACRO_MGEO,NBCH01,M,0.020,0.820,0.022,51.6678,-128.1433
NUT8767,2017-07-20,MACRO_MGEO,NBCH01,M,0.477,9.381,4.105,51.6678,-128.1433
NUT8768,2017-07-20,MACRO_MGEO,NBCH01,M,0.824,15.071,8.525,51.6678,-128.1433
NUT8938,2017-08-20,QCS_V2,NBCH01,M,0.661,13.871,6.164,51.6678,-128.1433
NUT8939,2017-08-20,QCS_V2,NBCH01,M,0.678,14.136,6.411,51.6678,-128.1433
NUT8940,2017-08-20,QCS_V2,NBCH01,M,0.801,16.240,8.264,51.6678,-128.1433
NUT9413,2017-09-03,QCS_V2,NBCH01,M,0.413,9.147,2.147,51.6678,-128.1433
NUT9414,2017-09-03,QCS_V2,NBCH01,M,0.547,11.963,3.913,51.6678,-128.1433
NUT9415,2017-09-03,QCS_V2,NBCH01,M,0.552,12.663,4.514,51.6678,-128.1433
NUT9505,2017-09-28,QCS_V2,NBCH01,M,0.678,17.377,5.845,51.6678,-128.1433
NUT9506,2017-09-28,QCS_V2,NBCH01,M,0.740,17.794,6.458,51.6678,-128.1433
NUT9507,2017-09-28,QCS_V2,NBCH01,M,0.786,18.390,7.132,51.6678,-128.1433
NUT9835,2018-04-02,QCS_V2,NBCH01,M,1.352,27.301,15.401,51.6678,-128.1433
NUT9836,2018-04-02,QCS_V2,NBCH01,M,1.293,26.900,15.343,51.6678,-128.1433
NUT9837,2018-04-02,QCS_V2,NBCH01,M,1.331,26.690,15.192,51.6678,-128.1433
NUT8420,2017-05-05,KWAK_PP,PRUTH,M,0.239,6.956,1.473,51.6554,-128.0913
NUT8421,2017-05-05,KWAK_PP,PRUTH,M,0.348,7.729,2.140,51.6554,-128.0913
NUT8422,2017-05-05,KWAK_PP,PRUTH,M,0.389,8.113,2.900,51.6554,-128.0913
NUT8423,2017-05-05,KWAK_PP,PRUTH,M,0.455,8.614,3.018,51.6554,-128.0913
NUT8424,2017-05-05,KWAK_PP,PRUTH,M,0.460,9.226,3.476,51.6554,-128.0913
NUT8534,2017-06-07,KWAK_PP,PRUTH,M,0.000,1.009,0.082,51.6554,-128.0913
NUT8536,2017-06-07,KWAK_PP,PRUTH,M,0.280,3.557,2.227,51.6554,-128.0913
NUT8537,2017-06-07,KWAK_PP,PRUTH,M,0.971,16.984,10.622,51.6554,-128.0913
NUT8538,2017-06-07,KWAK_PP,PRUTH,M,1.393,27.539,16.618,51.6554,-128.0913
NUT8539,2017-06-07,KWAK_PP,PRUTH,M,1.382,31.287,18.553,51.6554,-128.0913
NUT8540,2017-06-07,KWAK_PP,PRUTH,M,1.579,32.743,19.246,51.6554,-128.0913
NUT8541,2017-06-07,KWAK_PP,PRUTH,M,1.645,33.993,19.652,51.6554,-128.0913
NUT8612,2017-06-16,KWAK_PP,PRUTH,M,0.072,0.606,0.663,51.6554,-128.0913
NUT8613,2017-06-16,KWAK_PP,PRUTH,M,0.177,1.952,0.719,51.6554,-128.0913
NUT8614,2017-06-16,KWAK_PP,PRUTH,M,0.311,3.780,2.353,51.6554,-128.0913
NUT8615,2017-06-16,KWAK_PP,PRUTH,M,0.707,11.264,7.424,51.6554,-128.0913
NUT8616,2017-06-16,KWAK_PP,PRUTH,M,1.294,27.594,16.621,51.6554,-128.0913
NUT8640,2017-06-28,KWAK_PP,PRUTH,M,0.037,0.908,0.101,51.6554,-128.0913
NUT8641,2017-06-28,KWAK_PP,PRUTH,M,0.251,4.813,1.145,51.6554,-128.0913
NUT8642,2017-06-28,KWAK_PP,PRUTH,M,0.564,12.379,6.476,51.6554,-128.0913
NUT8643,2017-06-28,KWAK_PP,PRUTH,M,0.899,18.188,10.397,51.6554,-128.0913
NUT8644,2017-06-28,KWAK_PP,PRUTH,M,1.350,27.680,16.497,51.6554,-128.0913
NUT8645,2017-06-28,KWAK_PP,PRUTH,M,1.636,34.084,19.581,51.6554,-128.0913
NUT8646,2017-06-28,KWAK_PP,PRUTH,M,1.831,40.182,22.071,51.6554,-128.0913
NUT8647,2017-06-28,KWAK_PP,PRUTH,M,1.932,43.026,22.839,51.6554,-128.0913
NUT8704,2017-07-09,KWAK_PP,PRUTH,M,0.000,0.208,0.106,51.6554,-128.0913
NUT8705,2017-07-09,KWAK_PP,PRUTH,M,0.123,2.367,0.153,51.6554,-128.0913
NUT8706,2017-07-09,KWAK_PP,PRUTH,M,0.784,12.712,6.619,51.6554,-128.0913
NUT8707,2017-07-09,KWAK_PP,PRUTH,M,1.192,26.313,14.535,51.6554,-128.0913
NUT8712,2017-07-09,KWAK_PP,PRUTH,M,1.426,38.960,21.411,51.6554,-128.0913
NUT8788,2017-07-21,KWAK_PP,PRUTH,M,0.038,0.889,0.072,51.6554,-128.0913
NUT8789,2017-07-21,KWAK_PP,PRUTH,M,0.174,3.851,1.023,51.6554,-128.0913
NUT8790,2017-07-21,KWAK_PP,PRUTH,M,0.576,11.716,5.797,51.6554,-128.0913
NUT8791,2017-07-21,KWAK_PP,PRUTH,M,0.974,20.019,10.847,51.6554,-128.0913
NUT8792,2017-07-21,KWAK_PP,PRUTH,M,1.468,30.330,16.852,51.6554,-128.0913
NUT8793,2017-07-21,KWAK_PP,PRUTH,M,1.620,36.153,20.322,51.6554,-128.0913
NUT8794,2017-07-21,KWAK_PP,PRUTH,M,1.869,40.734,22.486,51.6554,-128.0913
NUT8795,2017-07-21,KWAK_PP,PRUTH,M,2.033,45.403,24.427,51.6554,-128.0913
NUT8848,2017-07-27,KWAK_PP,PRUTH,M,0.047,1.129,0.199,51.6554,-128.0913
NUT8849,2017-07-27,KWAK_PP,PRUTH,M,0.339,7.364,2.948,51.6554,-128.0913
NUT8850,2017-07-27,KWAK_PP,PRUTH,M,0.725,14.673,7.633,51.6554,-128.0913
NUT8851,2017-07-27,KWAK_PP,PRUTH,M,0.937,18.852,9.979,51.6554,-128.0913
NUT8852,2017-07-27,KWAK_PP,PRUTH,M,1.216,27.228,14.895,51.6554,-128.0913
NUT8910,2017-08-13,KWAK_PP,PRUTH,M,0.125,3.027,0.701,51.6554,-128.0913
NUT8911,2017-08-13,KWAK_PP,PRUTH,M,0.393,9.226,3.901,51.6554,-128.0913
NUT8912,2017-08-13,KWAK_PP,PRUTH,M,0.637,13.557,6.498,51.6554,-128.0913
NUT8913,2017-08-13,KWAK_PP,PRUTH,M,1.348,29.681,15.204,51.6554,-128.0913
NUT8914,2017-08-13,KWAK_PP,PRUTH,M,1.778,41.278,22.441,51.6554,-128.0913
NUT8915,2017-08-13,KWAK_PP,PRUTH,M,1.816,45.572,24.048,51.6554,-128.0913
NUT8916,2017-08-13,KWAK_PP,PRUTH,M,2.027,49.492,25.347,51.6554,-128.0913
NUT8917,2017-08-13,KWAK_PP,PRUTH,M,1.907,54.145,27.164,51.6554,-128.0913
NUT8929,2017-08-18,KWAK_PP,PRUTH,M,0.277,6.989,2.371,51.6554,-128.0913
NUT8930,2017-08-18,KWAK_PP,PRUTH,M,0.488,10.560,4.437,51.6554,-128.0913
NUT8931,2017-08-18,KWAK_PP,PRUTH,M,0.507,11.307,4.870,51.6554,-128.0913
NUT8932,2017-08-18,KWAK_PP,PRUTH,M,0.947,20.473,10.247,51.6554,-128.0913
NUT8933,2017-08-18,KWAK_PP,PRUTH,M,1.461,31.610,16.940,51.6554,-128.0913
NUT8943,2017-08-30,KWAK_PP,PRUTH,M,0.026,11.230,0.088,51.6554,-128.0913
NUT8944,2017-08-30,KWAK_PP,PRUTH,M,0.358,12.513,3.747,51.6554,-128.0913
NUT8945,2017-08-30,KWAK_PP,PRUTH,M,0.674,16.688,6.984,51.6554,-128.0913
NUT8946,2017-08-30,KWAK_PP,PRUTH,M,1.125,26.295,13.215,51.6554,-128.0913
NUT8947,2017-08-30,KWAK_PP,PRUTH,M,1.311,32.708,17.062,51.6554,-128.0913
NUT8948,2017-08-30,KWAK_PP,PRUTH,M,1.807,42.249,22.773,51.6554,-128.0913
NUT8949,2017-08-30,KWAK_PP,PRUTH,M,1.907,46.443,24.335,51.6554,-128.0913
NUT8950,2017-08-30,KWAK_PP,PRUTH,M,2.165,52.555,26.239,51.6554,-128.0913
NUT8981,2017-09-08,KWAK_PP,PRUTH,M,1.628,36.590,20.066,51.6554,-128.0913
NUT9420,2017-09-08,KWAK_PP,PRUTH,M,0.158,13.837,1.097,51.6554,-128.0913
NUT9421,2017-09-08,KWAK_PP,PRUTH,M,0.506,13.849,4.533,51.6554,-128.0913
NUT9422,2017-09-08,KWAK_PP,PRUTH,M,0.903,20.370,9.349,51.6554,-128.0913
NUT9423,2017-09-08,KWAK_PP,PRUTH,M,1.297,28.442,14.907,51.6554,-128.0913
NUT9426,2017-09-20,KWAK_PP,PRUTH,M,0.703,21.872,8.685,51.6554,-128.0913
NUT9428,2017-09-20,KWAK_PP,PRUTH,M,1.053,22.370,12.165,51.6554,-128.0913
NUT9429,2017-09-20,KWAK_PP,PRUTH,M,1.398,23.957,17.562,51.6554,-128.0913
NUT9430,2017-09-20,KWAK_PP,PRUTH,M,1.578,31.851,19.879,51.6554,-128.0913
NUT9431,2017-09-20,KWAK_PP,PRUTH,M,1.751,37.765,23.414,51.6554,-128.0913
NUT9432,2017-09-20,KWAK_PP,PRUTH,M,1.922,40.590,25.142,51.6554,-128.0913
NUT9433,2017-09-20,KWAK_PP,PRUTH,M,2.081,45.925,27.175,51.6554,-128.0913
NUT9512,2017-10-01,KWAK_PP,PRUTH,M,0.781,25.457,9.294,51.6554,-128.0913
NUT9513,2017-10-01,KWAK_PP,PRUTH,M,1.017,24.128,11.836,51.6554,-128.0913
NUT9514,2017-10-01,KWAK_PP,PRUTH,M,1.172,25.439,13.773,51.6554,-128.0913
NUT9515,2017-10-01,KWAK_PP,PRUTH,M,1.463,30.386,18.666,51.6554,-128.0913
NUT9516,2017-10-01,KWAK_PP,PRUTH,M,1.685,34.221,21.779,51.6554,-128.0913
NUT9517,2017-10-11,KWAK_PP,PRUTH,M,1.230,27.605,15.700,51.6554,-128.0913
NUT9518,2017-10-11,KWAK_PP,PRUTH,M,1.345,28.824,17.062,51.6554,-128.0913
NUT9519,2017-10-11,KWAK_PP,PRUTH,M,1.414,29.692,18.317,51.6554,-128.0913
NUT9520,2017-10-11,KWAK_PP,PRUTH,M,1.473,30.654,19.116,51.6554,-128.0913
NUT9521,2017-10-11,KWAK_PP,PRUTH,M,1.619,33.896,21.435,51.6554,-128.0913
NUT9522,2017-10-11,KWAK_PP,PRUTH,M,1.933,40.283,25.631,51.6554,-128.0913
NUT9523,2017-10-11,KWAK_PP,PRUTH,M,2.051,43.597,26.945,51.6554,-128.0913
NUT9574,2017-12-02,KWAK_PP,PRUTH,M,1.758,38.495,22.066,51.6554,-128.0913
NUT9575,2017-12-02,KWAK_PP,PRUTH,M,1.600,37.080,21.541,51.6554,-128.0913
NUT9576,2017-12-02,KWAK_PP,PRUTH,M,1.325,37.597,21.936,51.6554,-128.0913
NUT9577,2017-12-02,KWAK_PP,PRUTH,M,1.458,36.393,21.713,51.6554,-128.0913
NUT9578,2017-12-02,KWAK_PP,PRUTH,M,1.338,34.640,21.002,51.6554,-128.0913
NUT9579,2017-12-02,KWAK_PP,PRUTH,M,1.621,35.518,21.522,51.6554,-128.0913
NUT9580,2017-12-02,KWAK_PP,PRUTH,M,1.515,35.135,21.457,51.6554,-128.0913
NUT9624,2018-01-13,KWAK_PP,PRUTH,M,1.445,33.901,19.626,51.6554,-128.0913
NUT9625,2018-01-13,KWAK_PP,PRUTH,M,1.475,33.708,19.645,51.6554,-128.0913
NUT9626,2018-01-13,KWAK_PP,PRUTH,M,1.480,33.670,19.632,51.6554,-128.0913
NUT9627,2018-01-13,KWAK_PP,PRUTH,M,1.556,33.216,19.566,51.6554,-128.0913
NUT9628,2018-01-13,KWAK_PP,PRUTH,M,1.527,33.106,19.513,51.6554,-128.0913
NUT9629,2018-01-13,KWAK_PP,PRUTH,M,1.470,31.951,18.994,51.6554,-128.0913
NUT9630,2018-01-13,KWAK_PP,PRUTH,M,1.459,33.534,19.719,51.6554,-128.0913
NUT9654,2018-03-28,"KWAK_PP,KWAK",PRUTH,M,1.209,30.456,14.982,51.6554,-128.0913
NUT9655,2018-03-28,"KWAK_PP,KWAK",PRUTH,M,1.370,32.328,16.834,51.6554,-128.0913
NUT9656,2018-03-28,"KWAK_PP,KWAK",PRUTH,M,1.451,33.295,17.801,51.6554,-128.0913
NUT9657,2018-03-28,"KWAK_PP,KWAK",PRUTH,M,1.550,34.804,18.690,51.6554,-128.0913
NUT9658,2018-03-28,"KWAK_PP,KWAK",PRUTH,M,1.541,35.254,19.275,51.6554,-128.0913
NUT9659,2018-03-28,"KWAK_PP,KWAK",PRUTH,M,1.519,35.147,19.316,51.6554,-128.0913
NUT9660,2018-02-14,KWAK_PP,PRUTH,M,1.419,32.798,17.961,51.6554,-128.0913
NUT9661,2018-02-14,KWAK_PP,PRUTH,M,1.468,33.034,18.059,51.6554,-128.0913
NUT9662,2018-02-14,KWAK_PP,PRUTH,M,1.471,33.092,18.012,51.6554,-128.0913
NUT9663,2018-02-14,KWAK_PP,PRUTH,M,1.399,32.738,18.179,51.6554,-128.0913
NUT9664,2018-02-14,KWAK_PP,PRUTH,M,1.551,32.715,18.955,51.6554,-128.0913
NUT9665,2018-02-14,KWAK_PP,PRUTH,M,1.491,31.978,18.513,51.6554,-128.0913
NUT9666,2018-02-14,KWAK_PP,PRUTH,M,1.425,32.267,18.523,51.6554,-128.0913
NUT9811,2018-03-28,"KWAK_PP,KWAK",PRUTH,M,1.528,36.184,19.727,51.6554,-128.0913
NUT9847,2018-04-21,"KWAK,KWAK_PP",PRUTH,M,1.064,19.248,11.617,51.6554,-128.0913
NUT9848,2018-04-21,"KWAK,KWAK_PP",PRUTH,M,1.231,21.555,13.241,51.6554,-128.0913
NUT9849,2018-04-21,"KWAK,KWAK_PP",PRUTH,M,1.278,22.984,13.776,51.6554,-128.0913
NUT9850,2018-04-21,"KWAK,KWAK_PP",PRUTH,M,1.356,24.862,14.580,51.6554,-128.0913
NUT9851,2018-04-21,"KWAK,KWAK_PP",PRUTH,M,1.452,27.517,15.881,51.6554,-128.0913
NUT9852,2018-04-21,"KWAK,KWAK_PP",PRUTH,M,1.539,28.767,16.544,51.6554,-128.0913
NUT9865,2018-04-21,"KWAK,KWAK_PP",PRUTH,M,1.509,29.770,17.040,51.6554,-128.0913
NUT8507,2017-05-27,QCS_V1,QCS01,M,0.924,22.142,11.321,51.705,-128.2384
NUT8508,2017-05-27,QCS_V1,QCS01,M,0.963,19.506,11.364,51.705,-128.2384
NUT8601,2017-06-13,QCS_V1,QCS01,M,0.036,0.018,0.077,51.705,-128.2384
NUT8602,2017-06-13,QCS_V1,QCS01,M,0.109,0.450,0.033,51.705,-128.2384
NUT8603,2017-06-13,QCS_V1,QCS01,M,0.149,1.092,0.299,51.705,-128.2384
NUT8604,2017-06-13,QCS_V1,QCS01,M,0.544,8.417,3.635,51.705,-128.2384
NUT8605,2017-06-13,QCS_V1,QCS01,M,0.755,12.756,7.775,51.705,-128.2384
NUT8606,2017-06-13,QCS_V1,QCS01,M,1.879,39.039,25.134,51.705,-128.2384
NUT8607,2017-06-13,QCS_V1,QCS01,M,1.251,24.261,15.292,51.705,-128.2384
NUT8611,2017-06-13,QCS_V1,QCS01,M,2.204,52.794,30.025,51.705,-128.2384
NUT8682,2017-07-08,QCS_V1,QCS01,M,0.018,0.189,0.055,51.705,-128.2384
NUT8683,2017-07-08,QCS_V1,QCS01,M,0.045,0.329,0.036,51.705,-128.2384
NUT8684,2017-07-08,QCS_V1,QCS01,M,0.152,2.216,0.001,51.705,-128.2384
NUT8685,2017-07-08,QCS_V1,QCS01,M,0.611,9.803,5.783,51.705,-128.2384
NUT8686,2017-07-08,QCS_V1,QCS01,M,0.807,12.296,8.710,51.705,-128.2384
NUT8687,2017-07-08,QCS_V1,QCS01,M,1.139,19.154,13.785,51.705,-128.2384
NUT8688,2017-07-08,QCS_V1,QCS01,M,2.288,54.837,30.538,51.705,-128.2384
NUT8689,2017-07-08,QCS_V1,QCS01,M,2.619,64.664,32.873,51.705,-128.2384
NUT8840,2017-07-28,QCS_V1,QCS01,M,0.081,2.347,0.072,51.705,-128.2384
NUT8841,2017-07-28,QCS_V1,QCS01,M,0.224,6.129,1.309,51.705,-128.2384
NUT8842,2017-07-28,QCS_V1,QCS01,M,0.233,5.966,0.614,51.705,-128.2384
NUT8843,2017-07-28,QCS_V1,QCS01,M,0.232,5.970,0.510,51.705,-128.2384
NUT8844,2017-07-28,QCS_V1,QCS01,M,0.717,12.944,7.314,51.705,-128.2384
NUT8845,2017-07-28,QCS_V1,QCS01,M,1.185,25.908,16.047,51.705,-128.2384
NUT8846,2017-07-28,QCS_V1,QCS01,M,2.100,47.456,28.689,51.705,-128.2384
NUT8847,2017-07-28,QCS_V1,QCS01,M,2.444,65.419,35.583,51.705,-128.2384
NUT8918,2017-09-04,QCS_V1,QCS01,M,0.122,5.295,0.704,51.705,-128.2384
NUT8919,2017-09-04,QCS_V1,QCS01,M,0.270,8.832,1.135,51.705,-128.2384
NUT8920,2017-09-04,QCS_V1,QCS01,M,0.296,8.833,1.126,51.705,-128.2384
NUT8921,2017-09-04,QCS_V1,QCS01,M,0.716,15.891,6.120,51.705,-128.2384
NUT8922,2017-09-04,QCS_V1,QCS01,M,0.898,16.827,10.440,51.705,-128.2384
NUT8923,2017-09-04,QCS_V1,QCS01,M,1.427,27.223,18.205,51.705,-128.2384
NUT8924,2017-09-04,QCS_V1,QCS01,M,2.071,46.584,28.389,51.705,-128.2384
NUT8925,2017-09-04,QCS_V1,QCS01,M,1.916,47.364,29.714,51.705,-128.2384
NUT9490,2017-09-27,QCS_V1,QCS01,M,0.528,15.203,4.356,51.705,-128.2384
NUT9491,2017-09-27,QCS_V1,QCS01,M,0.557,16.307,4.933,51.705,-128.2384
NUT9492,2017-09-27,QCS_V1,QCS01,M,0.389,8.561,1.777,51.705,-128.2384
NUT9493,2017-09-27,QCS_V1,QCS01,M,0.414,8.011,2.122,51.705,-128.2384
NUT9494,2017-09-27,QCS_V1,QCS01,M,1.130,19.011,13.297,51.705,-128.2384
NUT9495,2017-09-27,QCS_V1,QCS01,M,1.702,33.665,21.871,51.705,-128.2384
NUT9496,2017-09-27,QCS_V1,QCS01,M,2.065,41.216,26.979,51.705,-128.2384
NUT9497,2017-09-27,QCS_V1,QCS01,M,2.171,44.816,29.719,51.705,-128.2384
NUT9551,2017-10-13,QCS_V1,QCS01,M,1.111,27.711,12.977,51.705,-128.2384
NUT9552,2017-10-13,QCS_V1,QCS01,M,1.308,28.490,15.598,51.705,-128.2384
NUT9553,2017-10-13,QCS_V1,QCS01,M,1.288,25.359,15.193,51.705,-128.2384
NUT9554,2017-10-13,QCS_V1,QCS01,M,1.586,28.243,19.832,51.705,-128.2384
NUT9555,2017-10-13,QCS_V1,QCS01,M,1.800,33.716,23.010,51.705,-128.2384
NUT9556,2017-10-13,QCS_V1,QCS01,M,2.373,51.270,30.826,51.705,-128.2384
NUT9557,2017-10-13,QCS_V1,QCS01,M,2.386,52.377,31.923,51.705,-128.2384
NUT9604,2017-12-03,QCS_V1,QCS01,M,1.657,38.153,21.150,51.705,-128.2384
NUT9605,2017-12-03,QCS_V1,QCS01,M,1.554,34.501,20.019,51.705,-128.2384
NUT9606,2017-12-03,QCS_V1,QCS01,M,1.403,28.490,17.557,51.705,-128.2384
NUT9607,2017-12-03,QCS_V1,QCS01,M,1.605,31.973,18.984,51.705,-128.2384
NUT9608,2017-12-03,QCS_V1,QCS01,M,1.124,23.243,14.983,51.705,-128.2384
NUT9609,2017-12-03,QCS_V1,QCS01,M,1.177,20.394,13.472,51.705,-128.2384
NUT9610,2017-12-03,QCS_V1,QCS01,M,1.200,21.486,13.932,51.705,-128.2384
NUT9617,2018-01-10,QCS_V1,QCS01,M,1.340,28.660,17.119,51.705,-128.2384
NUT9618,2018-01-10,QCS_V1,QCS01,M,1.402,28.565,17.044,51.705,-128.2384
NUT9619,2018-01-10,QCS_V1,QCS01,M,1.270,28.315,16.942,51.705,-128.2384
NUT9620,2018-01-10,QCS_V1,QCS01,M,1.390,27.418,16.588,51.705,-128.2384
NUT9621,2018-01-10,QCS_V1,QCS01,M,1.328,26.836,16.314,51.705,-128.2384
NUT9622,2018-01-10,QCS_V1,QCS01,M,1.764,25.715,15.678,51.705,-128.2384
NUT9623,2018-01-10,QCS_V1,QCS01,M,1.368,27.135,16.567,51.705,-128.2384
NUT9670,2018-02-21,QCS_V1,QCS01,M,1.432,33.368,18.005,51.705,-128.2384
NUT9671,2018-02-21,QCS_V1,QCS01,M,1.455,32.934,18.144,51.705,-128.2384
NUT9672,2018-02-21,QCS_V1,QCS01,M,1.462,32.130,17.726,51.705,-128.2384
NUT9673,2018-02-21,QCS_V1,QCS01,M,1.250,26.008,15.175,51.705,-128.2384
NUT9674,2018-02-21,QCS_V1,QCS01,M,1.114,20.965,12.741,51.705,-128.2384
NUT9675,2018-02-21,QCS_V1,QCS01,M,1.492,32.554,19.381,51.705,-128.2384
NUT9676,2018-02-21,QCS_V1,QCS01,M,1.676,41.659,24.345,51.705,-128.2384
NUT9803,2018-03-24,QCS_V1,QCS01,M,1.355,33.704,17.340,51.705,-128.2384
NUT9804,2018-03-24,QCS_V1,QCS01,M,1.411,32.864,16.782,51.705,-128.2384
NUT9805,2018-03-24,QCS_V1,QCS01,M,1.456,32.715,16.979,51.705,-128.2384
NUT9806,2018-03-24,QCS_V1,QCS01,M,1.367,31.368,16.379,51.705,-128.2384
NUT9807,2018-03-24,QCS_V1,QCS01,M,1.341,30.547,16.497,51.705,-128.2384
NUT9809,2018-03-24,QCS_V1,QCS01,M,1.320,26.583,15.934,51.705,-128.2384
NUT9810,2018-03-24,QCS_V1,QCS01,M,1.729,35.123,21.503,51.705,-128.2384
NUT9869,2018-04-22,QCS_V1,QCS01,M,0.721,11.986,6.762,51.705,-128.2384
NUT9870,2018-04-22,QCS_V1,QCS01,M,0.754,12.108,6.703,51.705,-128.2384
NUT9871,2018-04-22,QCS_V1,QCS01,M,0.751,11.373,6.423,51.705,-128.2384
NUT9872,2018-04-22,QCS_V1,QCS01,M,0.670,9.727,5.641,51.705,-128.2384
NUT9873,2018-04-22,QCS_V1,QCS01,M,0.680,9.920,5.816,51.705,-128.2384
NUT9874,2018-04-22,QCS_V1,QCS01,M,0.649,9.669,5.605,51.705,-128.2384
NUT9875,2018-04-22,QCS_V1,QCS01,M,0.729,10.875,7.013,51.705,-128.2384
NUT9876,2018-04-22,QCS_V1,QCS01,M,1.089,17.307,11.679,51.705,-128.2384
NUT8828,2017-07-20,MACRO_MGEO,QSD01,M,0.118,1.327,0.038,51.85355,-128.360883
NUT8829,2017-07-20,MACRO_MGEO,QSD01,M,0.144,2.815,0.149,51.85355,-128.360883
NUT8740,2017-07-20,MACRO_MGEO,QSD02,M,0.003,0.000,0.020,51.9581,-128.3504
NUT8745,2017-07-20,MACRO_MGEO,QSD02,M,0.078,1.447,0.006,51.9581,-128.3504
NUT8744,2017-07-20,MACRO_MGEO,QSD03,M,0.222,4.121,0.262,52.019433,-128.417267
NUT8781,2017-07-20,MACRO_MGEO,QSD03,M,0.066,0.865,0.044,52.019433,-128.417267
NUT8741,2017-07-20,MACRO_MGEO,QSD04,M,0.153,3.648,0.000,52.0338,-128.47215
NUT8782,2017-07-20,MACRO_MGEO,QSD04,,0.075,0.193,0.315,52.0338,-128.47215
NUT7627,2017-04-02,ROCKY,ROCKY02,M,0.695,13.893,7.585,,
