date,survey,sampling_bout,site,source,hakai_id,ppm,delta_13
2019-07-16,ROCKY,1,ROCKY02,M,DO13C3823,1.669048532,-21.95
2019-07-16,ROCKY,2,ROCKY02,M,DO13C3824,3.416751279,-23.76
2019-07-16,ROCKY,3,ROCKY02,M,DO13C3825,4.972829277,-24.87
2019-07-17,ROCKY,3,ROCKY04,M,DO13C3820,1.260289557,-22.82
2019-07-17,ROCKY,2,ROCKY04,M,DO13C3821,1.79598854,-23.09
2019-07-17,ROCKY,1,ROCKY04,M,DO13C3822,1.471957466,-23.1
2019-07-18,ROCKY,2,ROCKY05,M,DO13C3817,1.312826929,-22.75
2019-07-18,ROCKY,3,ROCKY05,M,DO13C3818,1.194390079,-23.11
2019-07-18,ROCKY,1,ROCKY05,M,DO13C3819,1.216559028,-24.23
2019-08-28,ROCKY,1,ROCKY06,M,DO13C3826,,
2019-08-28,ROCKY,2,ROCKY06,M,DO13C3827,,
2019-08-28,ROCKY,3,ROCKY06,M,DO13C3828,,
2019-08-29,ROCKY,1,ROCKY03,M,DO13C3830,,
2019-08-29,ROCKY,2,ROCKY03,M,DO13C3831,,
2019-08-29,ROCKY,3,ROCKY03,M,DO13C3832,,
2019-11-22,ROCKY,1,ROCKY11,M,DO13C3838,,
2019-11-22,ROCKY,2,ROCKY11,M,DO13C3839,,
2019-11-22,ROCKY,3,ROCKY11,M,DO13C3840,,
2019-11-24,ROCKY,1,ROCKY10,M,DO13C3841,,
2019-11-24,ROCKY,2,ROCKY10,M,DO13C3842,,
2019-11-24,ROCKY,3,ROCKY10,M,DO13C3843,,
2019-11-24,ROCKY,1,ROCKY07,M,DO13C3844,,
2019-11-24,ROCKY,2,ROCKY07,M,DO13C3845,,
2019-11-24,ROCKY,3,ROCKY07,M,DO13C3846,,
2019-11-25,ROCKY,3,ROCKY06,M,DO13C3829,,
2019-11-25,ROCKY,2,ROCKY06,M,DO13C3836,,
2019-11-25,ROCKY,1,ROCKY05,M,DO13C3850,,
2019-11-25,ROCKY,2,ROCKY05,M,DO13C3851,,
2019-11-25,ROCKY,3,ROCKY05,M,DO13C3852,,
2019-11-26,ROCKY,1,ROCKY06,M,DO13C3837,,
2019-11-27,ROCKY,1,ROCKY03,M,DO13C3847,,
2019-11-27,ROCKY,2,ROCKY03,M,DO13C3848,,
2019-11-27,ROCKY,3,ROCKY03,M,DO13C3849,,
