event_pk,rn,date,work_area,organization,survey,sampling_bout,site,source,hakai_id,line_out_depth,ppm_c_doc,delta_13cvpdb_doc,analyzing_lab
1059113,1,2019-08-03,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3569,5,0.874818972,-22.6,GGHATCH
1059113,1,2019-08-03,CALVERT,HAKAI,KWAK,1,PRUTH,M,DO13C3570,10,0.838613324,-22.17,GGHATCH
1058444,1,2019-08-06,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3583,0,1.198859522,-22.09,GGHATCH
1058444,1,2019-08-06,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3584,5,0.962617668,-21.69,GGHATCH
1058444,1,2019-08-06,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3585,10,0.857621289,-22.16,GGHATCH
1599188,1,2019-08-28,CALVERT,HAKAI,ROCKY,1,ROCKY06,M,DO13C3826,0,,,
1599189,1,2019-08-28,CALVERT,HAKAI,ROCKY,2,ROCKY06,M,DO13C3827,0,,,
1599190,1,2019-08-28,CALVERT,HAKAI,ROCKY,3,ROCKY06,M,DO13C3828,0,,,
1599262,1,2019-08-29,CALVERT,HAKAI,ROCKY,1,ROCKY03,M,DO13C3830,0,,,
1599263,1,2019-08-29,CALVERT,HAKAI,ROCKY,2,ROCKY03,M,DO13C3831,0,,,
1599264,1,2019-08-29,CALVERT,HAKAI,ROCKY,3,ROCKY03,M,DO13C3832,0,,,
1599380,1,2019-08-31,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3611,0,0.702389573,-22.24,GGHATCH
1599380,1,2019-08-31,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3612,5,0.796524258,-23.09,GGHATCH
1599380,1,2019-08-31,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3613,10,0.687002172,-22.99,GGHATCH
1637775,1,2019-10-05,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3621,0,,,
1637775,1,2019-10-05,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3622,5,,,
1637775,1,2019-10-05,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3623,10,,,
1659687,1,2019-11-24,CALVERT,HAKAI,ROCKY,1,ROCKY07,M,DO13C3844,0,,,
1659688,1,2019-11-24,CALVERT,HAKAI,ROCKY,2,ROCKY07,M,DO13C3845,0,,,
1659689,1,2019-11-24,CALVERT,HAKAI,ROCKY,3,ROCKY07,M,DO13C3846,0,,,
1662899,1,2019-11-25,CALVERT,HAKAI,ROCKY,3,ROCKY06,M,DO13C3829,0,,,
1662898,1,2019-11-25,CALVERT,HAKAI,ROCKY,2,ROCKY06,M,DO13C3836,0,,,
1662897,1,2019-11-25,CALVERT,HAKAI,ROCKY,1,ROCKY06,M,DO13C3837,0,,,
1659681,1,2019-11-25,CALVERT,HAKAI,ROCKY,1,ROCKY05,M,DO13C3850,0,,,
1659682,1,2019-11-25,CALVERT,HAKAI,ROCKY,2,ROCKY05,M,DO13C3851,0,,,
1659683,1,2019-11-25,CALVERT,HAKAI,ROCKY,3,ROCKY05,M,DO13C3852,0,,,
1660312,1,2019-11-27,CALVERT,HAKAI,ROCKY,1,ROCKY03,M,DO13C3847,0,,,
1660313,1,2019-11-27,CALVERT,HAKAI,ROCKY,2,ROCKY03,M,DO13C3848,0,,,
1660314,1,2019-11-27,CALVERT,HAKAI,ROCKY,3,ROCKY03,M,DO13C3849,0,,,
1664062,1,2019-11-28,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3632,0,,,
1664062,1,2019-11-28,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3633,5,,,
1664062,1,2019-11-28,CALVERT,HAKAI,QCS_V1,1,QCS01,M,DO13C3634,10,,,
